district,text,rating,source,lat,lon,sentiment_label,sentiment_score,sentiment_numeric
Железнодорожный,Самара 443001 — работает (Mo-Fr 08:00-20:00; Sa 09:00-18:00),4,osm_active,53.19313591204412,50.13808459704043,POSITIVE,1.0,1.0
Железнодорожный,Пятёрочка — работает (07:00-23:00),4,osm_active,53.19100068057523,50.13171966323792,POSITIVE,1.0,1.0
Железнодорожный,Бургер Кинг — работает (Mo-Su 10:00-22:00),4,osm_active,53.18516841194051,50.14421520829091,POSITIVE,1.0,1.0
Железнодорожный,Пивное место — работает (Mo-Su 10:00-22:00),4,osm_active,53.19316805477594,50.129548615702426,POSITIVE,1.0,1.0
Железнодорожный,Пивное место — работает (Mo-Su 10:00-22:00),4,osm_active,53.188210380365895,50.13937341867504,POSITIVE,1.0,1.0
Железнодорожный,Пивное место — работает (Mo-Su 10:00-22:00),4,osm_active,53.18778060895737,50.13987218267337,POSITIVE,1.0,1.0
Железнодорожный,Пивное место — работает (Mo-Su 10:00-22:00),4,osm_active,53.188845195056,50.130720411101365,POSITIVE,1.0,1.0
Железнодорожный,Friend Coffee — работает (Mo-Su 07:00-22:00),4,osm_active,53.18540119915983,50.136801422456166,POSITIVE,1.0,1.0
Железнодорожный,"Mosaic Coffee — работает (Mo-Fr 09:00-21:00, Sa 10:00-21:00, Su 10:00-20:00)",4,osm_active,53.1877943026099,50.133594455336045,POSITIVE,1.0,1.0
Железнодорожный,Бароко — работает (Mo-Fr 10:00-22:00),4,osm_active,53.190813841249934,50.13395412688723,POSITIVE,1.0,1.0
Железнодорожный,DNS — работает (Mo-Su 10:00-22:00),4,osm_active,53.18504802288821,50.128111993005135,POSITIVE,1.0,1.0
Железнодорожный,Пятёрочка — работает (08:00-23:00),4,osm_active,53.19067742670402,50.13408656770349,POSITIVE,1.0,1.0
Железнодорожный,VEGGIE life cafe — работает (Tu-Su 12:00-22:00),4,osm_active,53.18853870748293,50.134632861316895,POSITIVE,1.0,1.0
Железнодорожный,Абсолют — работает (Mo-Fr 10:00-19:00),4,osm_active,53.190235986359454,50.12919036908983,POSITIVE,1.0,1.0
Железнодорожный,Чио Чио — работает (Mo-Su 09:00-21:00),4,osm_active,53.19284371190038,50.13683467100494,POSITIVE,1.0,1.0
Железнодорожный,"Автосервис SerVag. Ремонт Ауди, Фольксваген, Шкода — работает (Mo-Su 09:00-21:00)",4,osm_active,53.19186678841332,50.13832004370775,POSITIVE,1.0,1.0
Железнодорожный,"Автосервис SerVag. Ремонт Ауди, Фольксваген, Шкода — работает (Mo-Su 09:00-21:00)",4,osm_active,53.18620669749249,50.132162228656185,POSITIVE,1.0,1.0
Железнодорожный,Yves Rocher — работает (Mo-Su 10:00-22:00),4,osm_active,53.19140378814429,50.133527648671006,POSITIVE,1.0,1.0
Железнодорожный,Yves Rocher — работает (Mo-Sa 09:00-21:00;Su 10:00-20:00),4,osm_active,53.18753362463491,50.13763106548566,POSITIVE,1.0,1.0
Железнодорожный,Лига Ставок — работает (24/7),4,osm_active,53.18805111926579,50.13429052988257,POSITIVE,1.0,1.0
Железнодорожный,Мастерская цвета — работает (Mo-Su 09:00-19:00),4,osm_active,53.192631154486975,50.13132054264868,POSITIVE,1.0,1.0
Железнодорожный,Пятёрочка — работает (08:30-22:00),4,osm_active,53.18605176049584,50.13716120106639,POSITIVE,1.0,1.0
Железнодорожный,StarLine — работает (Mo-Fr 09:00-18:00; Sa 09:00-16:00),4,osm_active,53.18709831714959,50.137762596428104,POSITIVE,1.0,1.0
Железнодорожный,1000 и одна ткань — работает (Mo-Fr 10:00-19:00; Sa 10:00-18:00),4,osm_active,53.1890637959055,50.13978887197229,POSITIVE,1.0,1.0
Железнодорожный,Хлебница — работает (Mo-Su 07:30-21:00),4,osm_active,53.18625573609491,50.13292467966149,POSITIVE,1.0,1.0
Железнодорожный,Lazaret — работает (Mo-Su 09:00-20:00),4,osm_active,53.18941359417128,50.126398338146686,POSITIVE,1.0,1.0
Железнодорожный,Эстетическая стоматология — работает (Mo-Fr 10:00-20:00; Sa 10:00-15:00),4,osm_active,53.190576529770155,50.13596604745313,POSITIVE,1.0,1.0
Железнодорожный,Эстетическая стоматология — недоступен,2,osm_access,53.187236046755025,50.13995613381596,NEGATIVE,0.0,0.0
Железнодорожный,Пятёрочка — работает (08:30-22:00),4,osm_active,53.18592488964468,50.13343773941533,POSITIVE,1.0,1.0
Железнодорожный,Альфа-Банк — работает (Mo-Fr 09:00-20:00; Sa 09:00-17:00; Su off),4,osm_active,53.18815913367163,50.132505736476375,POSITIVE,1.0,1.0
Железнодорожный,Пивное место & СнГ — работает (Mo-Su 10:00-22:00),4,osm_active,53.18976896506842,50.13304859614121,POSITIVE,1.0,1.0
Железнодорожный,Пивное место & СнГ — недоступен,2,osm_access,53.18916543151995,50.13477463136586,NEGATIVE,0.0,0.0
Железнодорожный,Английский клуб для детей «Том Сойер» — работает (Mo-Su 10:00-20:00),4,osm_active,53.19035818289747,50.13834178225316,POSITIVE,1.0,1.0
Железнодорожный,Фарфор — работает (12:00-00:00),4,osm_active,53.18870997112982,50.13458748192447,POSITIVE,1.0,1.0
Железнодорожный,Ак Барс Банк — работает (Mo-Fr 09:00-17:00),4,osm_active,53.190031580599424,50.13822325755535,POSITIVE,1.0,1.0
Железнодорожный,Гипер Лента — работает (07:00-24:00),4,osm_active,53.19022470502811,50.1377290773999,POSITIVE,1.0,1.0
Железнодорожный,Гипер Лента — доступен,5,osm_access,53.1953830644292,50.13324222879467,POSITIVE,1.0,1.0
Железнодорожный,63 плюс — работает (Mo-Su 10:00-22:00),4,osm_active,53.19103779755267,50.13468422401708,POSITIVE,1.0,1.0
Железнодорожный,Love Republic — работает (Mo-Su 10:00-22:00),4,osm_active,53.18918756200072,50.13496749708859,POSITIVE,1.0,1.0
Железнодорожный,FitService — работает (Mo-Su 09:00-21:00),4,osm_active,53.18695271970762,50.133529974920066,POSITIVE,1.0,1.0
Железнодорожный,Вита Центральная — работает (24/7),4,osm_active,53.18897102189868,50.140007769359755,POSITIVE,1.0,1.0
Железнодорожный,Вита Экспресс — работает (Mo-Su 08:00-21:00),4,osm_active,53.18793199061683,50.13354664886228,POSITIVE,1.0,1.0
Железнодорожный,Вита Экспресс — работает (Mo-Su 10:00-21:00),4,osm_active,53.18910428450712,50.13107888275955,POSITIVE,1.0,1.0
Железнодорожный,Вита Экспресс — работает (Mo-Su 08:00-21:00),4,osm_active,53.189214750779215,50.133215231194214,POSITIVE,1.0,1.0
Железнодорожный,Вита Экспресс — работает (Mo-Fr 08:00-21:00; Sa-Su 09:00-21:00),4,osm_active,53.18964080615011,50.13499969130436,POSITIVE,1.0,1.0
Железнодорожный,"ПиццаФабрика — работает (Fr-Sa 10:00-23:00; Mo-Th,Su 10:00-22:00)",4,osm_active,53.183534453018154,50.13519878361007,POSITIVE,1.0,1.0
Железнодорожный,Клиника Призвание — работает (Mo-Fr 08:00-18:00),4,osm_active,53.18547126287589,50.13451982231767,POSITIVE,1.0,1.0
Железнодорожный,Smart Vision — работает (Mo-Su 10:00-22:00),4,osm_active,53.18701689578266,50.135111916226826,POSITIVE,1.0,1.0
Железнодорожный,"Самара 443036 — работает (Tu-Sa 09:00-13:00,14:00-16:00)",4,osm_active,53.189325441758704,50.13201478082431,POSITIVE,1.0,1.0
Железнодорожный,Пивное место & СнГ — работает (Mo-Su 10:00-22:00),4,osm_active,53.190103308376095,50.13687547536191,POSITIVE,1.0,1.0
Железнодорожный,Пивное место & СнГ — недоступен,2,osm_access,53.188824862497135,50.130942098396446,NEGATIVE,0.0,0.0
Железнодорожный,"People's — работает (Fr 00:00-08:00,09:00-08:00; Mo-Th,Su 00:00-24:00; Sa 09:00-24:00)",4,osm_active,53.1860006741253,50.13519774290155,POSITIVE,1.0,1.0
Железнодорожный,Зоомаг — работает (08:00-20:30),4,osm_active,53.188620345121926,50.13541685242477,POSITIVE,1.0,1.0
Железнодорожный,Дары востока — работает (08:00-21:00),4,osm_active,53.192170482539765,50.13567785879125,POSITIVE,1.0,1.0
Железнодорожный,За.цвет.ком — работает (Mo-Su 08:00-24:00),4,osm_active,53.192218761117275,50.13592696698659,POSITIVE,1.0,1.0
Железнодорожный,Вита Экспресс — работает (Mo-Su 08:00-21:00),4,osm_active,53.18622824858157,50.13407867086699,POSITIVE,1.0,1.0
Железнодорожный,Ак Барс Банк — работает (Fr 09:00-16:00;Mo-Th 09:00-17:00),4,osm_active,53.192893818346604,50.13578842111719,POSITIVE,1.0,1.0
Железнодорожный,Avs163 — работает (24/7),4,osm_active,53.19277440686096,50.139314375879174,POSITIVE,1.0,1.0
Железнодорожный,Tyreplus — работает (Mo-Su 09:00-19:00),4,osm_active,53.190192852083285,50.13507428186725,POSITIVE,1.0,1.0
Железнодорожный,Вкусная Компания — работает (Mo-Fr 08:00-21:00; Sa 08:30-21:00; Su 09:00-21:00),4,osm_active,53.18612194794138,50.13320265061169,POSITIVE,1.0,1.0
Железнодорожный,Fix Price — работает (Mo-Su 10:00-20:00),4,osm_active,53.19139714626593,50.14225611753496,POSITIVE,1.0,1.0
Железнодорожный,Магнит — работает (Mo-Su 08:00-22:30),4,osm_active,53.18772863952239,50.13504112536152,POSITIVE,1.0,1.0
Железнодорожный,Рубль бум — работает (Mo-Su 09:00-20:00),4,osm_active,53.1851503276021,50.13638580931464,POSITIVE,1.0,1.0
Железнодорожный,Довнар-деликатес — работает (Mo 08:00-16:00;Tu-Su 07:00-21:00),4,osm_active,53.18900448387356,50.13778348401943,POSITIVE,1.0,1.0
Железнодорожный,Пятёрочка — работает (08:00-23:00),4,osm_active,53.190565699853536,50.13184565238587,POSITIVE,1.0,1.0
Железнодорожный,Пятёрочка — работает (08:00-23:00),4,osm_active,53.18914027869425,50.13785311204221,POSITIVE,1.0,1.0
Железнодорожный,Стрекоза — работает (Mo-Su 10:00-19:00),4,osm_active,53.189022786407605,50.13532012323184,POSITIVE,1.0,1.0
Железнодорожный,Valensole — работает (Mo-Su 10:00-20:00),4,osm_active,53.18901498200474,50.134698670143315,POSITIVE,1.0,1.0
Железнодорожный,Салон красоты Лидии Лемарк — работает (Mo-Su 10:00-21:00),4,osm_active,53.184523987555664,50.13350460636688,POSITIVE,1.0,1.0
Железнодорожный,Quick-step — работает (Mo-Fr 10:00-20:00;Sa-Su 10:00-18:00),4,osm_active,53.18868611891488,50.1339534707287,POSITIVE,1.0,1.0
Железнодорожный,Гармония Прикуса — работает (Fr 09:00-15:00; Mo-Th 09:00-19:00),4,osm_active,53.19038887813389,50.137986576734974,POSITIVE,1.0,1.0
Железнодорожный,Gloria Jeans — работает (Mo-Su 10:00-22:00),4,osm_active,53.18271305515419,50.13353611381572,POSITIVE,1.0,1.0
Железнодорожный,Skuratov Coffee — работает (Mo-Su 06:55-23:05),4,osm_active,53.187523968204125,50.13142214446589,POSITIVE,1.0,1.0
Железнодорожный,Вита Экспресс — работает (Mo-Su 09:00-21:00),4,osm_active,53.18273223425216,50.13251207425624,POSITIVE,1.0,1.0
Железнодорожный,Галамарт — работает (Mo-Su 10:00-22:00),4,osm_active,53.190257420024295,50.136991060724526,POSITIVE,1.0,1.0
Железнодорожный,СДЭК — работает (Mo-Fr 10:00-21:00; Sa-Su 10:00-20:00),4,osm_active,53.185885081756254,50.13480998269776,POSITIVE,1.0,1.0
Железнодорожный,СДЭК — работает (Mo-Fr 09:00-21:00; Sa-Su 09:00-20:00),4,osm_active,53.18989135298399,50.135232070180265,POSITIVE,1.0,1.0
Железнодорожный,СДЭК — работает (Mo-Fr 09:00-21:00; Sa-Su 09:00-20:00),4,osm_active,53.1859658272934,50.135555088429754,POSITIVE,1.0,1.0
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.19114539951447,50.135288404162424,POSITIVE,1.0,1.0
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.19384279231794,50.13508551645495,POSITIVE,1.0,1.0
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.186154567192204,50.13340262725512,POSITIVE,1.0,1.0
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.18663348411372,50.13482818077065,POSITIVE,1.0,1.0
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.181488066433445,50.13578528245781,POSITIVE,1.0,1.0
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.18591704521614,50.1318557885312,POSITIVE,1.0,1.0
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.183424020535554,50.13951683982907,POSITIVE,1.0,1.0
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.18831705062968,50.13365976524327,POSITIVE,1.0,1.0
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.19056097464449,50.137644746917054,POSITIVE,1.0,1.0
Железнодорожный,Ozon — недоступен,2,osm_access,53.19186326612221,50.13606566747814,NEGATIVE,0.0,0.0
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.19100757500221,50.13386214617547,POSITIVE,1.0,1.0
Железнодорожный,Красное & Белое — работает (09:00-22:00),4,osm_active,53.192435824000405,50.13969542146275,POSITIVE,1.0,1.0
Железнодорожный,Красное & Белое — недоступен,2,osm_access,53.19068450547619,50.13707270669591,NEGATIVE,0.0,0.0
Железнодорожный,МТС — работает (Mo-Sa 09:00-19:30; Su 09:00-18:30),4,osm_active,53.18475359650639,50.135866761722966,POSITIVE,1.0,1.0
Железнодорожный,МТС — работает (Mo-Su 09:00-18:00),4,osm_active,53.18803983060991,50.13612100261694,POSITIVE,1.0,1.0
Железнодорожный,МТС — работает (Mo-Su 10:00-21:45),4,osm_active,53.19204884176422,50.132524095613434,POSITIVE,1.0,1.0
Железнодорожный,МТС — работает (Mo-Su 09:00-18:00),4,osm_active,53.19543701099902,50.13588470940053,POSITIVE,1.0,1.0
Железнодорожный,Инвитро — работает (Mo-Fr 07:00-19:00; Sa-Su 08:00-15:00),4,osm_active,53.19162332661536,50.14067832073228,POSITIVE,1.0,1.0
Железнодорожный,Инвитро — работает (Mo-Fr 07:00-19:00; Sa-Su 08:00-15:00),4,osm_active,53.190941864915565,50.13728823111981,POSITIVE,1.0,1.0
Железнодорожный,Voxel — работает (Mo-Fr 09:00-20:00; Sa-Su 10:00-18:00),4,osm_active,53.189395612522475,50.129050266460546,POSITIVE,1.0,1.0
Железнодорожный,Совкомбанк — работает (Mo-Fr 09:00-20:00;Sa 09:00-18:00;Su 09:00-16:00),4,osm_active,53.19415927801244,50.133231445525,POSITIVE,1.0,1.0
Железнодорожный,Волховец — работает (Mo-Sa 10:00-20:00;Su 10:00-17:00),4,osm_active,53.19108172317931,50.135601604008976,POSITIVE,1.0,1.0
Железнодорожный,Магнит Маркет — работает (Mo-Su 10:00-21:00),4,osm_active,53.187036505140114,50.138018179922675,POSITIVE,1.0,1.0
Железнодорожный,Братишка — работает (Mo-Su 10:00-21:00),4,osm_active,53.18911835203924,50.137727150665455,POSITIVE,1.0,1.0
Железнодорожный,Хлебозавод — работает (10:00-22:00),4,osm_active,53.19256327945322,50.13671930871115,POSITIVE,1.0,1.0
Железнодорожный,Wildberries — работает (Mo-Fr 10:00-21:00; Sa-Su 10:00-20:00),4,osm_active,53.191431740737215,50.13204472292727,POSITIVE,1.0,1.0
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.191768128604096,50.13281944875467,POSITIVE,1.0,1.0
Железнодорожный,Мастер плюс — работает (Mo-Su 08:00-20:00),4,osm_active,53.18791040860302,50.130972071543304,POSITIVE,1.0,1.0
Железнодорожный,Есть Мастер плюс (community_centre),4,osm_positive,53.19142457186027,50.13355581278291,NEUTRAL,0.5,0.5
Железнодорожный,Знайленд — работает (Mo-Su 09:00-20:00),4,osm_active,53.19131681586299,50.13743797766414,POSITIVE,1.0,1.0
Железнодорожный,СберМегамаркет — работает (Mo-Su 09:00-21:00),4,osm_active,53.19130521520785,50.138993558449,POSITIVE,1.0,1.0
Железнодорожный,Ozon — работает (09:00-21:00),4,osm_active,53.1866483434098,50.13797014242464,POSITIVE,1.0,1.0
Железнодорожный,Mybox — работает (10:00-23:00),4,osm_active,53.18776183887552,50.13456616920918,POSITIVE,1.0,1.0
Железнодорожный,На Киевской — работает (Tu-Su 10:00-18:30),4,osm_active,53.18937632059542,50.13002156640055,POSITIVE,1.0,1.0
Железнодорожный,На Киевской — недоступен,2,osm_access,53.1960484134119,50.13324139287639,NEGATIVE,0.0,0.0
Железнодорожный,Barkland — недоступен,2,osm_access,53.188614465711574,50.133565882182914,NEGATIVE,0.0,0.0
Железнодорожный,Билайн — работает (Mo-Sa 09:00-20:00;Su 09:00-19:00),4,osm_active,53.187144748857854,50.13640855197433,POSITIVE,1.0,1.0
Железнодорожный,Пятёрочка — работает (08:00-23:00),4,osm_active,53.19080029890159,50.13344741805603,POSITIVE,1.0,1.0
Железнодорожный,Фармленд — работает (Mo-Su 08:00-21:00),4,osm_active,53.186336054828566,50.13468749892552,POSITIVE,1.0,1.0
Железнодорожный,Пивное место — работает (10:00-22:00),4,osm_active,53.18622687387215,50.134817610365985,POSITIVE,1.0,1.0
Железнодорожный,Пивное место — недоступен,2,osm_access,53.18265750734006,50.13441998999474,NEGATIVE,0.0,0.0
Железнодорожный,Zoo-парк — работает (10:00-21:00),4,osm_active,53.18920912653101,50.13322525546994,POSITIVE,1.0,1.0
Железнодорожный,Сбер Еаптека — работает (Mo-Su 09:00-21:00),4,osm_active,53.1901713347476,50.139078205630184,POSITIVE,1.0,1.0
Железнодорожный,СДЭК — работает (Mo-Fr 10:00-21:00; Sa-Su 10:00-20:00),4,osm_active,53.19304914013326,50.13540550668921,POSITIVE,1.0,1.0
Железнодорожный,Вита Экспресс — работает (Mo-Fr 08:00-21:00;Sa-Su 08:00-20:00),4,osm_active,53.18615887191351,50.13638288981007,POSITIVE,1.0,1.0
Железнодорожный,Желтая Витрина — работает (Mo-Su 09:00-21:00),4,osm_active,53.18898787177564,50.13791192498605,POSITIVE,1.0,1.0
Железнодорожный,Фасоль — работает (Mo-Su 08:00-22:00),4,osm_active,53.19346631927095,50.13637559561795,POSITIVE,1.0,1.0
Железнодорожный,Фасоль — работает (24/7),4,osm_active,53.189658295127536,50.138120253046914,POSITIVE,1.0,1.0
Железнодорожный,9% — работает (08:00-21:00),4,osm_active,53.186807112731806,50.135998775926,POSITIVE,1.0,1.0
Железнодорожный,Wildberries — работает (10:00-21:00),4,osm_active,53.19058431144325,50.13449963825898,POSITIVE,1.0,1.0
Железнодорожный,Стиль — работает (09:00-20:00),4,osm_active,53.19302249827029,50.13598806241094,POSITIVE,1.0,1.0
Железнодорожный,Пятёрочка — работает (08:00-23:00),4,osm_active,53.18436258272826,50.13253295192877,POSITIVE,1.0,1.0
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.1911254009314,50.13299481474807,POSITIVE,1.0,1.0
Железнодорожный,Вилка-ложка — работает (Mo-Fr 09:00-20:00; Sa-Su 10:00-20:00),4,osm_active,53.187501585271434,50.13930607122231,POSITIVE,1.0,1.0
Железнодорожный,Вита Экспресс — работает (Mo-Fr 08:00-21:00; Sa-Su 09:00-20:00),4,osm_active,53.19235525085184,50.133464339147,POSITIVE,1.0,1.0
Железнодорожный,МастерСлух — работает (Mo-Fr 10:00-18:00),4,osm_active,53.18629650644474,50.13286062481346,POSITIVE,1.0,1.0
Железнодорожный,"Где нас нет — работает (Mo-Fr 00:00-24:00; Sa-Su 00:00-08:00,09:00-24:00)",4,osm_active,53.1883294798836,50.13167776332784,NEGATIVE,0.0,0.0
Железнодорожный,Betboom — работает (24/7),4,osm_active,53.18926892112389,50.13775760302508,POSITIVE,1.0,1.0
Железнодорожный,Эстетик бра — работает (Mo-Su 10:00-21:00),4,osm_active,53.19581844125533,50.137867687143775,POSITIVE,1.0,1.0
Железнодорожный,Втор-Групп — работает (24/7),4,osm_active,53.18594372127557,50.13574917494394,POSITIVE,1.0,1.0
Железнодорожный,Аптека Эконом — работает (Mo-Sa 08:00-21:00; Su 09:00-21:00),4,osm_active,53.18676931471249,50.13743757019135,POSITIVE,1.0,1.0
Железнодорожный,Невроцель — работает (Mo-Su 08:00-21:00),4,osm_active,53.19016049287214,50.13557619794755,POSITIVE,1.0,1.0
Железнодорожный,Miami Vape shop — работает (Mo-Su 11:00-22:00),4,osm_active,53.18707411217078,50.132865599298405,POSITIVE,1.0,1.0
Железнодорожный,Возрождение — работает (24/7),4,osm_active,53.18693170012558,50.132544564310415,POSITIVE,1.0,1.0
Железнодорожный,Трещотка — работает (Mo-Fr 08:00-18:00; Sa 08:00-16:00),4,osm_active,53.19081078487684,50.135726992546594,POSITIVE,1.0,1.0
Железнодорожный,Массажмания — работает (Mo-Su 09:00-22:00),4,osm_active,53.18959990439414,50.13451428861153,POSITIVE,1.0,1.0
Железнодорожный,Crystal — работает (Mo-Su 10:00-21:00),4,osm_active,53.186610580363414,50.13767750975715,POSITIVE,1.0,1.0
Железнодорожный,Respect Ceramica — работает (Mo-Fr 09:00-20:00; Sa-Su 10:00-18:00),4,osm_active,53.18469059783215,50.1366913573009,POSITIVE,1.0,1.0
Железнодорожный,Волжские раки — работает (Fr-Sa 10:00-20:00),4,osm_active,53.18775670094008,50.13129621475888,POSITIVE,1.0,1.0
Железнодорожный,Центр вертебрологии Епифанова — работает (Mo-Fr 09:00-20:00; Sa-Su 09:00-15:00),4,osm_active,53.18736474653296,50.12986633450944,POSITIVE,1.0,1.0
Железнодорожный,Школа педикюра Анны Обуховой — работает (Mo-Sa 10:00-20:00),4,osm_active,53.1901159029616,50.13640645659198,POSITIVE,1.0,1.0
Железнодорожный,Панацея — работает (Mo-Fr 07:30-20:00; Sa 07:30-14:00),4,osm_active,53.18981058441632,50.136274755590435,POSITIVE,1.0,1.0
